type,id,status,description,amount,account,balance,direction,class,institution,postDate,subClass_title,subClass_code
transaction,3ef2e954-ff99-4a79-bb5f-3aa0f6f034f0,posted,Transfer to xx0779 CommBank app,-12.00,d965a4b5-2df0-442c-ab01-99a26d287d34,68006.52,debit,transfer,AU00000,2023-10-23T00:00:00Z,,
transaction,cdc8945a-ce17-4337-b3d4-cdc1a60d52fc,posted,Transfer to xx5179 NetBank,-78.00,d965a4b5-2df0-442c-ab01-99a26d287d34,100893.73,debit,transfer,AU00000,2023-10-22T00:00:00Z,,
transaction,7ea9cac0-dea7-42f0-a342-b1e3eb604034,posted,Transfer to xx9883 CommBank app,11.00,d965a4b5-2df0-442c-ab01-99a26d287d34,84192.28,credit,transfer,AU00000,2023-10-21T00:00:00Z,Department Stores,426
transaction,543fd741-e04b-47a4-9a00-6eb6efcf0857,posted,Transfer from  CommBank app,786.00,d965a4b5-2df0-442c-ab01-99a26d287d34,139076.02,credit,transfer,AU00000,2023-10-19T00:00:00Z,Road Passenger Transport,462
transaction,ff996918-b21f-4662-b2d3-732933b96be6,posted,Transfer to xx8205 CommBank app,15.00,d965a4b5-2df0-442c-ab01-99a26d287d34,191887.40,credit,transfer,AU00000,2023-10-18T00:00:00Z,Department Stores,426
transaction,7ebee27a-2d03-44fd-94b9-dba0225c6a3a,posted,Transfer from xx8552 CommBank app,153.00,d965a4b5-2df0-442c-ab01-99a26d287d34,189998.01,credit,transfer,AU00000,2023-10-17T00:00:00Z,Road Passenger Transport,462
transaction,08503c66-1809-4619-8e5e-60872801d0ed,posted,Transfer from xx1071 NetBank,216.00,d965a4b5-2df0-442c-ab01-99a26d287d34,197612.40,credit,transfer,AU00000,2023-10-16T00:00:00Z,Road Passenger Transport,462
transaction,580ac5eb-5858-4f7e-b8a8-6763eda25d7d,posted,Transfer to xx7404 CommBank app,-5.00,d965a4b5-2df0-442c-ab01-99a26d287d34,200421.70,debit,transfer,AU00000,2023-10-15T00:00:00Z,,
transaction,79b54a89-8a6f-4d25-84f2-8e2e151ad2c4,posted,Transfer to xx1605 CommBank app,9.00,d965a4b5-2df0-442c-ab01-99a26d287d34,201089.21,credit,transfer,AU00000,2023-10-14T00:00:00Z,Department Stores,426
transaction,4316545e-3407-427f-b957-6972918e486a,posted,Transfer from xx8642 CommBank app,413.00,d965a4b5-2df0-442c-ab01-99a26d287d34,203331.34,credit,transfer,AU00000,2023-10-13T00:00:00Z,Road Passenger Transport,462
transaction,b715df8b-2739-41cb-8e62-b31105ecf849,posted,Transfer In Savings M TUFI,112.00,d965a4b5-2df0-442c-ab01-99a26d287d34,223098.14,credit,transfer,AU00000,2023-10-12T00:00:00Z,Unknown,0
transaction,bd6f3510-b7c5-488f-8681-ee5810516ba2,posted,Transfer to xx8490 CommBank app,-3.70,d965a4b5-2df0-442c-ab01-99a26d287d34,32975.87,debit,transfer,AU00000,2023-10-11T00:00:00Z,,
transaction,1bf1fcc9-71a6-4f0f-87b2-70a3f6654f94,posted,Transfer to xx6908 CommBank app,-7.00,d965a4b5-2df0-442c-ab01-99a26d287d34,34188.57,debit,transfer,AU00000,2023-10-10T00:00:00Z,,
transaction,fa80b7ef-6caf-49d9-83e6-9fd7bc8aaa39,posted,Transfer to xx4269 CommBank app,-66.00,d965a4b5-2df0-442c-ab01-99a26d287d34,35327.22,debit,transfer,AU00000,2023-10-09T00:00:00Z,,
transaction,bd36c94f-3dae-4c39-a29d-30e442bbec00,posted,Transfer to xx1863 CommBank app,-4.00,d965a4b5-2df0-442c-ab01-99a26d287d34,22156.65,debit,transfer,AU00000,2023-10-08T00:00:00Z,,
transaction,626983f1-cf31-4854-9c51-081618f5dd4e,posted,Transfer to xx5593 CommBank app,-193.00,d965a4b5-2df0-442c-ab01-99a26d287d34,25644.65,debit,transfer,AU00000,2023-10-07T00:00:00Z,,
transaction,58e1e7f3-a672-415d-afd5-1fbe12c79698,posted,Transfer to xx0859 CommBank app,-14.00,d965a4b5-2df0-442c-ab01-99a26d287d34,26956.79,debit,transfer,AU00000,2023-10-06T00:00:00Z,,
transaction,c63abbf1-f196-4589-9870-87f0de062413,posted,Transfer to xx1784 CommBank app,-10.00,d965a4b5-2df0-442c-ab01-99a26d287d34,28539.47,debit,transfer,AU00000,2023-10-05T00:00:00Z,,
transaction,d09b8d1a-23b7-49f7-a22b-c8fea96f153b,posted,Transfer to xx8223 CommBank app,-46.00,d965a4b5-2df0-442c-ab01-99a26d287d34,22867.47,debit,transfer,AU00000,2023-10-04T00:00:00Z,,
transaction,4b94be3f-5c60-43f9-b87f-a82f55f5edd5,posted,Transfer to xx8251 CommBank app,-27.00,d965a4b5-2df0-442c-ab01-99a26d287d34,23449.71,debit,transfer,AU00000,2023-10-03T00:00:00Z,,
transaction,9e50de6d-ac9b-4f93-9395-f1777d1994e6,posted,Transfer to xx5462 CommBank app,-73.00,d965a4b5-2df0-442c-ab01-99a26d287d34,2812.71,debit,transfer,AU00000,2023-10-02T00:00:00Z,,
transaction,68ecda4c-0a84-4546-9976-659a875ec7bb,posted,Transfer to xx8124 CommBank app,-39.00,d965a4b5-2df0-442c-ab01-99a26d287d34,7952.85,debit,transfer,AU00000,2023-10-01T00:00:00Z,,
transaction,9600304d-51a7-47b9-a83a-6d3b168bf4b8,posted,Transfer to xx5014 CommBank app,10.00,d965a4b5-2df0-442c-ab01-99a26d287d34,13544.27,credit,transfer,AU00000,2023-09-30T00:00:00Z,Department Stores,426
transaction,074e4bb3-4699-4373-8c87-0fb3cfe711f9,posted,Transfer to xx9753 CommBank app,19.00,d965a4b5-2df0-442c-ab01-99a26d287d34,9991.56,credit,transfer,AU00000,2023-09-29T00:00:00Z,Department Stores,426
transaction,fa03879c-f135-4151-8e8d-1706d9948675,posted,Transfer to xx5247 CommBank app,-2.00,d965a4b5-2df0-442c-ab01-99a26d287d34,14097.56,debit,transfer,AU00000,2023-09-28T00:00:00Z,,
transaction,3db50a6e-8c67-4c67-bb5e-46ac2e9f8e3f,posted,Transfer to xx5937 CommBank app,-4.00,d965a4b5-2df0-442c-ab01-99a26d287d34,61626.62,debit,transfer,AU00000,2023-09-26T00:00:00Z,,
transaction,74406a34-b1fa-43bc-86e9-e7ad5c3892c4,posted,Transfer to xx4091 CommBank app,5.00,d965a4b5-2df0-442c-ab01-99a26d287d34,62170.97,credit,transfer,AU00000,2023-09-25T00:00:00Z,Department Stores,426
transaction,718d2762-df85-4117-a0e0-d718c04fcf90,posted,Transfer from xx7909 CommBank app,34.00,d965a4b5-2df0-442c-ab01-99a26d287d34,63300.17,credit,transfer,AU00000,2023-09-24T00:00:00Z,Road Passenger Transport,462
transaction,1014cff8-69f7-4237-a8f2-9d2f3056e3d6,posted,Transfer from  NetBank ROXYS POCKET MONEY,30.50,d965a4b5-2df0-442c-ab01-99a26d287d34,68095.52,credit,transfer,AU00000,2023-09-23T00:00:00Z,Unknown,0
transaction,8cf410b6-944c-4051-9f30-f564ed2ec3b2,posted,Transfer to xx4251 CommBank app,-4.20,d965a4b5-2df0-442c-ab01-99a26d287d34,100943.73,debit,transfer,AU00000,2023-09-22T00:00:00Z,,
transaction,71ca3366-4d2d-4bb3-b82d-971e67d23e14,posted,Transfer to xx2932 CommBank app,17.40,d965a4b5-2df0-442c-ab01-99a26d287d34,84134.28,credit,transfer,AU00000,2023-09-21T00:00:00Z,Department Stores,426
transaction,fb3e3a83-490f-4333-8cdd-28d969938e02,posted,Transfer from xx9457 CommBank app,43.15,d965a4b5-2df0-442c-ab01-99a26d287d34,138386.85,credit,transfer,AU00000,2023-09-20T00:00:00Z,Road Passenger Transport,462
transaction,949b8811-67f3-4453-b7ab-18388940f716,posted,Transfer to xx5415 CommBank app,-1.00,d965a4b5-2df0-442c-ab01-99a26d287d34,138545.02,debit,transfer,AU00000,2023-09-19T00:00:00Z,,
transaction,05dab15f-6197-499a-ad9b-feb81a407c8b,posted,Transfer to xx4152 CommBank app,-82.00,d965a4b5-2df0-442c-ab01-99a26d287d34,192754.43,debit,transfer,AU00000,2023-09-18T00:00:00Z,,
transaction,ca45ec92-335c-4ade-9aa3-096e2d0f4ef9,posted,Transfer from xx1652 CommBank app,167.00,d965a4b5-2df0-442c-ab01-99a26d287d34,190789.01,credit,transfer,AU00000,2023-09-17T00:00:00Z,Road Passenger Transport,462
transaction,8054907c-3e01-4f17-8eae-f57ea78322ad,posted,Transfer to xx7779 CommBank app,-984.00,d965a4b5-2df0-442c-ab01-99a26d287d34,197294.40,debit,transfer,AU00000,2023-09-16T00:00:00Z,,
transaction,33263247-31d6-425e-815a-0b3356ce7bbf,posted,Transfer to CBA A/c NetBank Travel,-485.00,d965a4b5-2df0-442c-ab01-99a26d287d34,200352.82,debit,transfer,AU00000,2023-09-15T00:00:00Z,,
transaction,07ba6c24-c107-4869-b8f4-8d881a9644b6,posted,Transfer from xx0408 CommBank app,1074.87,d965a4b5-2df0-442c-ab01-99a26d287d34,202930.34,credit,transfer,AU00000,2023-09-13T00:00:00Z,Road Passenger Transport,462
transaction,b5d42208-9e5f-47f8-a553-238bbef50906,posted,Transfer from xx7024 CommBank app,90.24,d965a4b5-2df0-442c-ab01-99a26d287d34,222986.14,credit,transfer,AU00000,2023-09-12T00:00:00Z,Road Passenger Transport,462
transaction,e819827a-aa09-470a-a5e1-896cff8caca3,posted,Transfer to xx3407 CommBank app,3.00,d965a4b5-2df0-442c-ab01-99a26d287d34,32979.57,credit,transfer,AU00000,2023-09-11T00:00:00Z,Department Stores,426
transaction,4cae0ecb-cbf3-4276-82c4-7e757927de91,posted,Transfer to xx1569 CommBank app,-290.00,d965a4b5-2df0-442c-ab01-99a26d287d34,34195.57,debit,transfer,AU00000,2023-09-10T00:00:00Z,,
transaction,338ef550-aaab-489d-9094-30728d1f8648,posted,Transfer to xx3551 CommBank app,-491.00,d965a4b5-2df0-442c-ab01-99a26d287d34,35393.22,debit,transfer,AU00000,2023-09-09T00:00:00Z,,
transaction,9794d063-1233-4382-b542-96959e3241dd,posted,Transfer to xx3664 CommBank app,-42.00,d965a4b5-2df0-442c-ab01-99a26d287d34,22160.65,debit,transfer,AU00000,2023-09-08T00:00:00Z,,
transaction,38503218-628e-440d-a592-62eb5487bd6e,posted,Transfer to xx9755 CommBank app,-43.00,d965a4b5-2df0-442c-ab01-99a26d287d34,25837.65,debit,transfer,AU00000,2023-09-07T00:00:00Z,,
transaction,15ac1e86-933b-4e3a-8967-40f0b18ccdc2,posted,Transfer To DANIEL A EATON PayID Phone from CommBank app Bills,-94.00,d965a4b5-2df0-442c-ab01-99a26d287d34,26970.79,debit,transfer,AU00000,2023-09-06T00:00:00Z,,
transaction,63bb69b1-c7c8-4029-b370-db1a9c841f17,posted,Transfer from xx2159 NetBank M and B Savings,105.00,d965a4b5-2df0-442c-ab01-99a26d287d34,28549.47,credit,transfer,AU00000,2023-09-05T00:00:00Z,Pharmaceutical and Other Store-Based Retailing,427
transaction,67742bd8-9da4-40bf-9bc4-eb908a962f60,posted,Transfer to xx7654 CommBank app,-56.00,d965a4b5-2df0-442c-ab01-99a26d287d34,22913.47,debit,transfer,AU00000,2023-09-04T00:00:00Z,,
transaction,4eed0656-54b9-4384-9a1b-4e2c30eb2839,posted,Transfer to xx6308 CommBank app,-7.00,d965a4b5-2df0-442c-ab01-99a26d287d34,23476.71,debit,transfer,AU00000,2023-09-03T00:00:00Z,,
transaction,09a3437f-243a-46f2-b5de-3825061e0476,posted,Transfer to CBA A/c NetBank AUGUST PAYG 2018,-6857.00,d965a4b5-2df0-442c-ab01-99a26d287d34,2885.71,debit,transfer,AU00000,2023-09-02T00:00:00Z,,
transaction,27983049-d1f0-4703-9196-9b2269a6c11f,posted,Credit Interest,1.29,d965a4b5-2df0-442c-ab01-99a26d287d34,7991.85,credit,interest,AU00000,2023-09-01T00:00:00Z,,
transaction,c2550f59-5bb7-493f-bf7d-944d3913f19f,posted,Transfer to xx4569 Phone,6.00,d965a4b5-2df0-442c-ab01-99a26d287d34,11433.85,credit,transfer,AU00000,2023-08-31T00:00:00Z,Telecommunications Services,580
transaction,0f87a585-b83a-453d-9f47-59bc75d04c10,posted,Transfer to xx2531 CommBank app,-41.00,d965a4b5-2df0-442c-ab01-99a26d287d34,9974.56,debit,transfer,AU00000,2023-08-29T00:00:00Z,,
transaction,afd1889c-888b-45b7-abb6-e8f50f4394ce,posted,Transfer to xx5200 CommBank app,-236.00,d965a4b5-2df0-442c-ab01-99a26d287d34,59719.50,debit,transfer,AU00000,2023-08-27T00:00:00Z,,
transaction,6b826b1b-518e-4cfe-86d2-fbab02b0aa98,posted,Transfer to xx1723 CommBank app,-74.00,d965a4b5-2df0-442c-ab01-99a26d287d34,61593.62,debit,transfer,AU00000,2023-08-26T00:00:00Z,,
transaction,e881c690-3423-4ade-86b2-71b99146b897,posted,Transfer to xx4333 CommBank app,-75.00,d965a4b5-2df0-442c-ab01-99a26d287d34,62111.97,debit,transfer,AU00000,2023-08-25T00:00:00Z,,
transaction,60939b92-2d47-4471-b568-dae54af9b955,posted,Transfer to xx2145 CommBank app,-76.00,d965a4b5-2df0-442c-ab01-99a26d287d34,63178.17,debit,transfer,AU00000,2023-08-24T00:00:00Z,,
transaction,e92ffd94-687f-42f2-a465-6d7936625717,posted,Transfer to CBA A/c NetBank Kelly,-27.00,d965a4b5-2df0-442c-ab01-99a26d287d34,68110.02,debit,transfer,AU00000,2023-08-23T00:00:00Z,,
transaction,54b7d1b5-53a0-40fb-973a-ecca659b2f2f,posted,Transfer from xx5413 NetBank,722.00,d965a4b5-2df0-442c-ab01-99a26d287d34,100934.75,credit,transfer,AU00000,2023-08-22T00:00:00Z,Road Passenger Transport,462
transaction,90264982-33c2-48cf-bd77-93e53b15d03e,posted,Transfer to xx9022 CommBank app,-39.00,d965a4b5-2df0-442c-ab01-99a26d287d34,84068.18,debit,transfer,AU00000,2023-08-21T00:00:00Z,,
transaction,73ed483c-4a64-44dd-acc2-2f7c0d22b5c2,posted,Transfer to xx7166 CommBank app,-1480.00,d965a4b5-2df0-442c-ab01-99a26d287d34,137503.70,debit,transfer,AU00000,2023-08-20T00:00:00Z,,
transaction,6f7a3019-16b6-4c7d-b348-a70e02b49c9d,posted,Transfer to xx9682 CommBank app,4.00,d965a4b5-2df0-442c-ab01-99a26d287d34,139528.02,credit,transfer,AU00000,2023-08-19T00:00:00Z,Department Stores,426
transaction,2c5dea96-c2ae-4ebd-8923-27edb3a9b5e2,posted,Transfer to xx8119 CommBank app,-2.00,d965a4b5-2df0-442c-ab01-99a26d287d34,193118.43,debit,transfer,AU00000,2023-08-18T00:00:00Z,,
transaction,7669df28-cc21-4b86-ab1f-58d3e6e74068,posted,Transfer to xx8179 CommBank app,-23.00,d965a4b5-2df0-442c-ab01-99a26d287d34,190603.01,debit,transfer,AU00000,2023-08-17T00:00:00Z,,
transaction,f55f2d98-7019-4f49-9962-c8b5da09ef5e,posted,Transfer to xx3756 CommBank app,-34.00,d965a4b5-2df0-442c-ab01-99a26d287d34,198446.40,debit,transfer,AU00000,2023-08-16T00:00:00Z,,
transaction,20866d6e-a0cc-485f-9f17-eb9ecd88a7c9,posted,Transfer to xx7099 CommBank app,-177.00,d965a4b5-2df0-442c-ab01-99a26d287d34,200922.82,debit,transfer,AU00000,2023-08-15T00:00:00Z,,
transaction,5a05c5dd-edf5-4b4b-b6a8-e0aae359c536,posted,Transfer to xx4153 CommBank app,-112.00,d965a4b5-2df0-442c-ab01-99a26d287d34,201942.47,debit,transfer,AU00000,2023-08-13T00:00:00Z,,
transaction,9d3dfe1c-8282-4bba-a9e1-6cbfffeb3408,posted,Transfer to xx6643 CommBank app Savings,-8.00,d965a4b5-2df0-442c-ab01-99a26d287d34,222895.90,debit,transfer,AU00000,2023-08-12T00:00:00Z,,
transaction,87f904f8-f809-4fcd-8089-8a483d5a19fd,posted,Transfer from xx3120 CommBank app Value Date: 12/08/2018,159.00,d965a4b5-2df0-442c-ab01-99a26d287d34,32976.57,credit,transfer,AU00000,2023-08-11T00:00:00Z,Road Passenger Transport,462
transaction,9d73b5dd-550e-465a-870d-9ff8cd098e29,posted,Transfer to xx7137 CommBank app,-70.00,d965a4b5-2df0-442c-ab01-99a26d287d34,34485.57,debit,transfer,AU00000,2023-08-10T00:00:00Z,,
transaction,5db365dd-6c6b-4797-afe7-709d12d18f3e,posted,Transfer to xx8516 CommBank app,-541.00,d965a4b5-2df0-442c-ab01-99a26d287d34,35884.22,debit,transfer,AU00000,2023-08-09T00:00:00Z,,
transaction,c01afe3e-3a49-431f-9c51-ee4f0b4925b1,posted,Transfer to xx8345 CommBank app,-292.00,d965a4b5-2df0-442c-ab01-99a26d287d34,22202.65,debit,transfer,AU00000,2023-08-08T00:00:00Z,,
transaction,332d22a0-37fa-4102-9367-2b9e20abc260,posted,Transfer to xx2214 CommBank app,6.33,d965a4b5-2df0-442c-ab01-99a26d287d34,25880.65,credit,transfer,AU00000,2023-08-07T00:00:00Z,Department Stores,426
transaction,d12ddabe-7ea5-4d73-bf19-8db3717cd4e2,posted,Transfer to xx9670 CommBank app,-494.00,d965a4b5-2df0-442c-ab01-99a26d287d34,27064.79,debit,transfer,AU00000,2023-08-06T00:00:00Z,,
transaction,d342dcdf-ec5f-472c-b2f1-230e30d675f7,posted,Transfer to xx8119 CommBank app,-26.00,d965a4b5-2df0-442c-ab01-99a26d287d34,22969.47,debit,transfer,AU00000,2023-08-04T00:00:00Z,,
transaction,a82c6ffe-d959-447e-b205-8043f7378fd0,posted,Transfer to xx4803 CommBank app,-12.00,d965a4b5-2df0-442c-ab01-99a26d287d34,23483.71,debit,transfer,AU00000,2023-08-03T00:00:00Z,,
transaction,a645fb4e-44f0-44cc-9c59-8cdc047a2290,posted,Transfer to xx7324 CommBank app,-148.00,d965a4b5-2df0-442c-ab01-99a26d287d34,9742.71,debit,transfer,AU00000,2023-08-02T00:00:00Z,,
transaction,5580b025-eb70-4a92-a7d5-9951e36f70e2,posted,Credit Interest,1.04,d965a4b5-2df0-442c-ab01-99a26d287d34,7990.56,credit,interest,AU00000,2023-08-01T00:00:00Z,,
transaction,84914b65-ac75-4849-8e90-4da3e7695a16,posted,Transfer from xx9263 CommBank app Shop,191.00,d965a4b5-2df0-442c-ab01-99a26d287d34,11163.30,credit,transfer,AU00000,2023-07-31T00:00:00Z,Unknown,0
transaction,635723e6-5dc3-4238-9c85-365680327079,posted,Transfer to xx6259 CommBank app,-20.00,d965a4b5-2df0-442c-ab01-99a26d287d34,13886.27,debit,transfer,AU00000,2023-07-30T00:00:00Z,,
transaction,bcd93546-d695-46f7-be42-92ef2dd83fe0,posted,Transfer to xx9192 CommBank app,-71.00,d965a4b5-2df0-442c-ab01-99a26d287d34,10302.56,debit,transfer,AU00000,2023-07-29T00:00:00Z,,
transaction,b5af8ab6-39ae-41cd-a6af-7075ffe21f38,posted,Transfer to xx9674 CommBank app,8.00,d965a4b5-2df0-442c-ab01-99a26d287d34,14016.46,credit,transfer,AU00000,2023-07-28T00:00:00Z,Department Stores,426
transaction,31424e7e-d33b-4c8c-8160-9827bf2bdbb2,posted,Transfer to xx8033 CommBank app,-204.00,d965a4b5-2df0-442c-ab01-99a26d287d34,62115.62,debit,transfer,AU00000,2023-07-26T00:00:00Z,,
transaction,5103fe89-c4e7-4be4-8ba3-998cfa7d6a65,posted,Transfer from xx4513 CommBank app,52.24,d965a4b5-2df0-442c-ab01-99a26d287d34,62076.97,credit,transfer,AU00000,2023-07-25T00:00:00Z,Road Passenger Transport,462
transaction,8fb1bb8c-f8ab-4fce-bd8d-4e7d27c62163,posted,Transfer from xx9207 CommBank app,124.00,d965a4b5-2df0-442c-ab01-99a26d287d34,65476.17,credit,transfer,AU00000,2023-07-24T00:00:00Z,Road Passenger Transport,462
transaction,2d03a25a-1061-4071-9d57-395d46ad91f9,posted,Transfer to xx4812 CommBank app,-28.00,d965a4b5-2df0-442c-ab01-99a26d287d34,99958.75,debit,transfer,AU00000,2023-07-22T00:00:00Z,,
transaction,2d8cbff4-1840-42c4-929f-71e6f51cd3b7,posted,Transfer to xx5368 CommBank app,-9.00,d965a4b5-2df0-442c-ab01-99a26d287d34,84128.68,debit,transfer,AU00000,2023-07-21T00:00:00Z,,
transaction,438bd997-b034-419b-8442-24c422f432fb,posted,Transfer to xx2633 CommBank app Transfer,-30.00,d965a4b5-2df0-442c-ab01-99a26d287d34,138886.70,debit,transfer,AU00000,2023-07-20T00:00:00Z,,
transaction,ef123a96-ba39-49c3-a14d-2dff3329ca44,posted,Transfer to xx0022 CommBank app,-81.00,d965a4b5-2df0-442c-ab01-99a26d287d34,139636.62,debit,transfer,AU00000,2023-07-19T00:00:00Z,,
transaction,78081dff-361d-4679-8e37-b70bf5de5575,posted,Transfer from xx3621 CommBank app,68.00,d965a4b5-2df0-442c-ab01-99a26d287d34,193121.43,credit,transfer,AU00000,2023-07-18T00:00:00Z,Road Passenger Transport,462
transaction,b83f66e7-1314-458e-be1f-63f19dd63de6,posted,Transfer to xx2587 CommBank app,-183.00,d965a4b5-2df0-442c-ab01-99a26d287d34,190915.01,debit,transfer,AU00000,2023-07-17T00:00:00Z,,
