type,id,status,description,amount,account,balance,direction,class,institution,postDate,subClass_title,subClass_code
transaction,314da4bd-b1a8-4dc4-ac47-c6062a6b4738,posted,CTRLINK CARERS Ref: 998R6789201610974V,56.00,2cb66259-6813-4519-b86a-60eba6cc282a,15292.94,credit,transfer,AU00000,2023-11-02T00:00:00Z,Unknown,0
transaction,1d39f29c-851e-48b8-93d8-05c356ed9d9b,posted,Transfer Platnm Homeloan 346454,-3830.00,2cb66259-6813-4519-b86a-60eba6cc282a,15180.94,debit,payment,AU00000,2023-10-28T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,7de0f1ab-81dc-4722-8426-2a6fd80982cf,posted,Payroll WFRMS 15439393,17098.00,2cb66259-6813-4519-b86a-60eba6cc282a,28439.44,credit,transfer,AU00000,2023-10-27T00:00:00Z,Unknown,0
transaction,37491de2-1f66-4b69-ab2b-42fbbc9531b7,posted,TFR From Transaction to CC Acc 13,-9428.50,2cb66259-6813-4519-b86a-60eba6cc282a,19010.94,debit,payment,AU00000,2023-10-27T00:00:00Z,"Civic, Professional and Other Interest Group Services",955
transaction,4d4ef80f-38a5-4abd-9230-61f0df1a1790,posted,CTRLINK CARERS Ref: 998R6789201610974V,1308.63,2cb66259-6813-4519-b86a-60eba6cc282a,11341.44,credit,transfer,AU00000,2023-10-19T00:00:00Z,Unknown,0
transaction,eea49f31-2cbc-436c-9fbd-aa20814139b5,posted,Non Hooli ATM Withdrawal Fee,-2.50,2cb66259-6813-4519-b86a-60eba6cc282a,10232.81,debit,bank-fee,AU00000,2023-10-18T00:00:00Z,,card
transaction,95834613-5afe-4e05-9034-c870b13f620b,posted,Wdl ATM WES IGA BALGOWLAH HGT  BALGOWL        AU,-200.00,2cb66259-6813-4519-b86a-60eba6cc282a,10032.81,debit,cash-withdrawal,AU00000,2023-10-18T00:00:00Z,,
transaction,f4174652-c764-45a7-9276-0dbe5f8f549f,posted,Manly Maths Tutor Wages,201.00,2cb66259-6813-4519-b86a-60eba6cc282a,10235.31,credit,transfer,AU00000,2023-10-17T00:00:00Z,Educational Support Services,822
transaction,1de84151-bc3f-4ab9-82b4-516405482aec,posted,MANLY WEST SCHOOL,-51.00,2cb66259-6813-4519-b86a-60eba6cc282a,12461.06,debit,payment,AU00000,2023-10-15T00:00:00Z,School Education,802
transaction,b60eb70b-45fa-418e-afac-1807ca3cbfe2,posted,MANLY WEST SCHOOL,-2426.75,2cb66259-6813-4519-b86a-60eba6cc282a,10034.31,debit,payment,AU00000,2023-10-15T00:00:00Z,School Education,802
transaction,0b1948c3-bf76-4a67-ac0b-e749fc66a5eb,posted,Manly Maths Tutor Wages,201.00,2cb66259-6813-4519-b86a-60eba6cc282a,12512.06,credit,transfer,AU00000,2023-10-13T00:00:00Z,Educational Support Services,822
transaction,d9b77bb7-7fb0-4c2c-b37d-d782b9c15f5c,posted,AGL RETAIL ENERGY LTD (GAS),-92.00,2cb66259-6813-4519-b86a-60eba6cc282a,13937.06,debit,payment,AU00000,2023-10-12T00:00:00Z,Electricity Distribution,263
transaction,d566476b-cabd-4c1d-b660-b6507d9a68a0,posted,AGL RETAIL ENERGY LTD,-126.00,2cb66259-6813-4519-b86a-60eba6cc282a,13811.06,debit,payment,AU00000,2023-10-12T00:00:00Z,Electricity Distribution,263
transaction,2333aba9-daeb-4e36-9253-43f99f97870a,posted,TFR Acc14000 TO 12389,-500.00,2cb66259-6813-4519-b86a-60eba6cc282a,13311.06,debit,payment,AU00000,2023-10-12T00:00:00Z,Legal and Accounting Services,693
transaction,3abd92a7-2c00-42b6-8704-4bd0bd42ed99,posted,TRANSFER TO JOANNA SMITH CAMPING,-1000.00,2cb66259-6813-4519-b86a-60eba6cc282a,12311.06,debit,transfer,AU00000,2023-10-12T00:00:00Z,,
transaction,5c88ddb9-e9d5-42b7-aec0-ce7a331801dd,posted,Transfer Platnm Homeloan 346454,-3837.50,2cb66259-6813-4519-b86a-60eba6cc282a,14029.06,debit,payment,AU00000,2023-09-28T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,e91c47cf-9c31-4566-946f-f8ca9f20f138,posted,Payroll WFRMS 15439393,17098.00,2cb66259-6813-4519-b86a-60eba6cc282a,27287.56,credit,transfer,AU00000,2023-09-27T00:00:00Z,Unknown,0
transaction,9b07dfd5-e40a-4fcf-a66c-fe41803ed274,posted,TFR From Transaction to CC Acc 13,-9421.00,2cb66259-6813-4519-b86a-60eba6cc282a,17866.56,debit,payment,AU00000,2023-09-27T00:00:00Z,"Civic, Professional and Other Interest Group Services",955
transaction,f133741b-54e0-4753-8082-3629f921bca3,posted,Non Hooli ATM Withdrawal Fee,-2.50,2cb66259-6813-4519-b86a-60eba6cc282a,11089.56,debit,bank-fee,AU00000,2023-09-25T00:00:00Z,,card
transaction,b43c8fd4-b13f-487c-a7d8-3dffd24f69f7,posted,Wdl ATM BOQ BP Connect BalgowlaBalgowlahNS    AU,-900.00,2cb66259-6813-4519-b86a-60eba6cc282a,10189.56,debit,cash-withdrawal,AU00000,2023-09-25T00:00:00Z,,
transaction,b8837b6d-fc97-4c4a-863c-316022920fbe,posted,Manly Maths Tutor Wages,201.00,2cb66259-6813-4519-b86a-60eba6cc282a,11092.06,credit,transfer,AU00000,2023-09-14T00:00:00Z,Educational Support Services,822
transaction,f5f55cfe-092a-458b-80cd-d3aa22f87719,posted,MANLY WEST SCHOOL,-1422.20,2cb66259-6813-4519-b86a-60eba6cc282a,10891.06,debit,payment,AU00000,2023-09-13T00:00:00Z,School Education,802
transaction,1c094ec3-c6b5-4946-bd1a-dc0f3cb4399c,posted,Manly Maths Tutor Wages,201.00,2cb66259-6813-4519-b86a-60eba6cc282a,12815.76,credit,transfer,AU00000,2023-09-12T00:00:00Z,Educational Support Services,822
transaction,295bca8c-efa0-440e-91fa-7022dad1048c,posted,Non Hooli ATM Withdrawal Fee,-2.50,2cb66259-6813-4519-b86a-60eba6cc282a,12813.26,debit,bank-fee,AU00000,2023-09-12T00:00:00Z,,card
transaction,5671c89c-a9f3-4bb2-8a77-b5693f9fd54e,posted,Wdl ATM WES IGA BALGOWLAH HGT  BALGOWL        AU,-500.00,2cb66259-6813-4519-b86a-60eba6cc282a,12313.26,debit,cash-withdrawal,AU00000,2023-09-12T00:00:00Z,,
transaction,fe9e6ab6-39a2-4448-924f-bac86461fa09,posted,TFR Acc14000 TO 12389,-500.00,2cb66259-6813-4519-b86a-60eba6cc282a,12614.76,debit,payment,AU00000,2023-09-11T00:00:00Z,Legal and Accounting Services,693
transaction,e54c0a3a-9e77-464e-873d-30a0dfd32350,posted,AGL RETAIL LTD 005473584884,-78.00,2cb66259-6813-4519-b86a-60eba6cc282a,13317.26,debit,payment,AU00000,2023-09-07T00:00:00Z,Electricity Distribution,263
transaction,3876cc02-e7f0-4608-bd99-768a0862f7f7,posted,Non Hooli ATM Withdrawal Fee,-2.50,2cb66259-6813-4519-b86a-60eba6cc282a,13314.76,debit,bank-fee,AU00000,2023-09-07T00:00:00Z,,card
transaction,91bf9a91-f72a-4bdb-8389-7c148b6c1e95,posted,Wdl ATM WES IGA BALGOWLAH HGT  BALGOWL        AU,-200.00,2cb66259-6813-4519-b86a-60eba6cc282a,13114.76,debit,cash-withdrawal,AU00000,2023-09-07T00:00:00Z,,
transaction,fa97ff52-9bb1-4a19-935d-9b47d44da400,posted,Wdl ATM CBA ATM  BALGOWLAH A    NSW 210901   AUS,-400.00,2cb66259-6813-4519-b86a-60eba6cc282a,13395.26,debit,cash-withdrawal,AU00000,2023-08-31T00:00:00Z,,
transaction,f373ec9a-0ec0-4652-a6ae-561cef79e014,posted,Transfer Platnm Homeloan 346454,-15000.00,2cb66259-6813-4519-b86a-60eba6cc282a,13795.26,debit,payment,AU00000,2023-08-28T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,6418897d-c81c-4d9e-b094-478d58f69cbb,posted,Payroll WFRMS 15439393,17098.00,2cb66259-6813-4519-b86a-60eba6cc282a,38208.76,credit,transfer,AU00000,2023-08-27T00:00:00Z,Unknown,0
transaction,1cecaeb4-4a26-4c52-90f1-a825ce3a035b,posted,TFR From Transaction to CC Acc 13,-9413.50,2cb66259-6813-4519-b86a-60eba6cc282a,28795.26,debit,payment,AU00000,2023-08-27T00:00:00Z,"Civic, Professional and Other Interest Group Services",955
transaction,2eb62566-73e2-4131-a8ab-2c1a354bee13,posted,Funds Transfer balance transfer,1001.00,2cb66259-6813-4519-b86a-60eba6cc282a,21110.76,credit,transfer,AU00000,2023-08-24T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,43d881f2-45e5-4a1d-becc-5bccaf5ae894,posted,AGL RETAIL ENERGY LTD,-401.60,2cb66259-6813-4519-b86a-60eba6cc282a,20109.76,debit,payment,AU00000,2023-08-20T00:00:00Z,Electricity Distribution,263
transaction,564318bb-a1a7-40b0-b6a8-52028618218e,posted,Manly Maths Tutor Wages,201.00,2cb66259-6813-4519-b86a-60eba6cc282a,20511.36,credit,transfer,AU00000,2023-08-15T00:00:00Z,Educational Support Services,822
transaction,04cddd01-b5fa-4f7b-b9b3-deaf29ea008c,posted,MANLY WEST SCHOOL,-1422.20,2cb66259-6813-4519-b86a-60eba6cc282a,20310.36,debit,payment,AU00000,2023-08-14T00:00:00Z,School Education,802
transaction,35784e28-bf4e-499e-a3ec-f916e44bab36,posted,Manly Maths Tutor Wages,201.00,2cb66259-6813-4519-b86a-60eba6cc282a,21732.56,credit,transfer,AU00000,2023-08-13T00:00:00Z,Educational Support Services,822
transaction,ecaee7cc-d4ff-46f5-bc58-5b12204708b9,posted,TFR Acc14000 TO 12389,-500.00,2cb66259-6813-4519-b86a-60eba6cc282a,21531.56,debit,payment,AU00000,2023-08-12T00:00:00Z,Legal and Accounting Services,693
transaction,551d7475-6856-4449-b313-f18989dbc204,posted,AGL RETAIL LTD 005473584884,-78.00,2cb66259-6813-4519-b86a-60eba6cc282a,22031.56,debit,payment,AU00000,2023-08-08T00:00:00Z,Electricity Distribution,263
transaction,c0929ec3-e12e-4bdf-adbc-2c3c6580b261,posted,Non Hooli ATM Withdrawal Fee,-2.50,2cb66259-6813-4519-b86a-60eba6cc282a,22512.06,debit,bank-fee,AU00000,2023-08-03T00:00:00Z,,card
transaction,6096e83d-477c-4dc5-87a1-bd3b24bb6e7f,posted,Wdl ATM WES IGA BALGOWLAH HGT  BALGOWL        AU,-200.00,2cb66259-6813-4519-b86a-60eba6cc282a,22312.06,debit,cash-withdrawal,AU00000,2023-08-03T00:00:00Z,,
transaction,4d7851e9-a62b-4390-9a90-17dd8bda2042,posted,Non Hooli ATM Withdrawal Fee,-2.50,2cb66259-6813-4519-b86a-60eba6cc282a,22309.56,debit,bank-fee,AU00000,2023-08-03T00:00:00Z,,card
transaction,23647811-9445-435c-b10c-f729602b5124,posted,Wdl ATM WES IGA BALGOWLAH HGT  BALGOWL        AU,-200.00,2cb66259-6813-4519-b86a-60eba6cc282a,22109.56,debit,cash-withdrawal,AU00000,2023-08-03T00:00:00Z,,
transaction,9e13b361-d793-4f03-835d-8d0424ede284,posted,Transfer Platnm Homeloan 346454,-3852.50,2cb66259-6813-4519-b86a-60eba6cc282a,22514.56,debit,payment,AU00000,2023-07-29T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,7a8dc87c-84c9-49c8-a49c-9379b0d86bce,posted,Payroll WFRMS 15439393,17098.00,2cb66259-6813-4519-b86a-60eba6cc282a,35773.06,credit,transfer,AU00000,2023-07-28T00:00:00Z,Unknown,0
transaction,65da1040-4cef-4972-9d1e-964ac6bcedeb,posted,TFR From Transaction to CC Acc 13,-9406.00,2cb66259-6813-4519-b86a-60eba6cc282a,26367.06,debit,payment,AU00000,2023-07-28T00:00:00Z,"Civic, Professional and Other Interest Group Services",955
transaction,4966eb78-7c0a-4076-acf1-3e527d58f3da,posted,Manly Maths Tutor Wages,201.00,2cb66259-6813-4519-b86a-60eba6cc282a,18675.06,credit,transfer,AU00000,2023-07-17T00:00:00Z,Educational Support Services,822
transaction,b63a20e2-91ec-4dd0-be7a-28fa4331caac,posted,MANLY WEST SCHOOL,-51.00,2cb66259-6813-4519-b86a-60eba6cc282a,19896.26,debit,payment,AU00000,2023-07-16T00:00:00Z,School Education,802
transaction,b2161737-03dd-4e92-a27a-405f07eccdb8,posted,MANLY WEST SCHOOL,-1422.20,2cb66259-6813-4519-b86a-60eba6cc282a,18474.06,debit,payment,AU00000,2023-07-16T00:00:00Z,School Education,802
transaction,b5552b58-f9df-4109-b95e-3fc6f116f6be,posted,Manly Maths Tutor Wages,201.00,2cb66259-6813-4519-b86a-60eba6cc282a,16946.26,credit,transfer,AU00000,2023-07-13T00:00:00Z,Educational Support Services,822
transaction,34eb8c31-eaa9-43d8-bee5-eed52d05b595,posted,Funds Transfer Transfer,3001.00,2cb66259-6813-4519-b86a-60eba6cc282a,19947.26,credit,transfer,AU00000,2023-07-13T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,fcfb1cd2-af0a-4981-9974-7e24d3bd6c6b,posted,TFR Acc14000 TO 12389,-500.00,2cb66259-6813-4519-b86a-60eba6cc282a,16745.26,debit,payment,AU00000,2023-07-12T00:00:00Z,Legal and Accounting Services,693
transaction,a9176e4f-8b85-4b4a-b79b-c299349e595b,posted,AGL RETAIL ENERGY LTD (GAS),-78.00,2cb66259-6813-4519-b86a-60eba6cc282a,17245.26,debit,payment,AU00000,2023-07-09T00:00:00Z,Electricity Distribution,263
transaction,b3301322-7228-41c2-9634-f7f70c39e8e0,posted,Wdl ATM CBA ATM  SEAFORTH       NSW 225101   AUS,-750.00,2cb66259-6813-4519-b86a-60eba6cc282a,17323.26,debit,cash-withdrawal,AU00000,2023-07-03T00:00:00Z,,
transaction,f0c8e348-7a4c-4863-bc35-bb519088c2b9,posted,Transfer Platnm Homeloan 346454,-3860.00,2cb66259-6813-4519-b86a-60eba6cc282a,18073.26,debit,payment,AU00000,2023-06-28T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,1e480fa6-a9dc-430e-bc04-ccd1eae20b35,posted,Payroll WFRMS 15439393,17098.00,2cb66259-6813-4519-b86a-60eba6cc282a,31331.76,credit,transfer,AU00000,2023-06-27T00:00:00Z,Unknown,0
transaction,45b38138-0838-4399-87b2-fa07dde83ca8,posted,TFR From Transaction to CC Acc 13,-9398.50,2cb66259-6813-4519-b86a-60eba6cc282a,21933.26,debit,payment,AU00000,2023-06-27T00:00:00Z,"Civic, Professional and Other Interest Group Services",955
transaction,5fb6f4f1-2794-4bc8-83a0-48b4f268bb4d,posted,CTRLINK CARERS Ref: 998R6789201610974V,19.60,2cb66259-6813-4519-b86a-60eba6cc282a,14233.76,credit,transfer,AU00000,2023-06-22T00:00:00Z,Unknown,0
transaction,b029e0bf-c7bd-44e7-9532-6cb968c5f72c,posted,Manly Maths Tutor Wages,201.00,2cb66259-6813-4519-b86a-60eba6cc282a,14214.16,credit,transfer,AU00000,2023-06-19T00:00:00Z,Educational Support Services,822
transaction,c47eb1a3-2da3-464c-a32b-19811c9d63b4,posted,MANLY WEST SCHOOL,-51.00,2cb66259-6813-4519-b86a-60eba6cc282a,15435.36,debit,payment,AU00000,2023-06-18T00:00:00Z,School Education,802
transaction,c8fdd1f4-5bb7-4ee6-a708-d8bcced1ceb9,posted,MANLY WEST SCHOOL,-1422.20,2cb66259-6813-4519-b86a-60eba6cc282a,14013.16,debit,payment,AU00000,2023-06-18T00:00:00Z,School Education,802
transaction,a4104347-0012-4d82-b7ab-f43c7e20395a,posted,Manly Maths Tutor Wages,201.00,2cb66259-6813-4519-b86a-60eba6cc282a,15486.36,credit,transfer,AU00000,2023-06-15T00:00:00Z,Educational Support Services,822
transaction,060b93ac-ccf7-4b5c-929e-5295680d8360,posted,TFR Acc14000 TO 12389,-500.00,2cb66259-6813-4519-b86a-60eba6cc282a,15285.36,debit,payment,AU00000,2023-06-14T00:00:00Z,Legal and Accounting Services,693
transaction,821acf3c-c21b-47fc-8ba7-e8dd7cbc5e79,posted,AGL RETAIL ENERGY LTD (GAS),-78.00,2cb66259-6813-4519-b86a-60eba6cc282a,15785.36,debit,payment,AU00000,2023-06-11T00:00:00Z,Electricity Distribution,263
transaction,80772144-56db-4965-8213-aa343b80e950,posted,CTRLINK CARERS Ref: 998R6789201610974V,26.00,2cb66259-6813-4519-b86a-60eba6cc282a,15863.36,credit,transfer,AU00000,2023-06-01T00:00:00Z,Unknown,0
transaction,bb4051b6-2b3b-4760-8741-bae55ff5d9b9,posted,Transfer Platnm Homeloan 346454,-3867.50,2cb66259-6813-4519-b86a-60eba6cc282a,15837.36,debit,payment,AU00000,2023-05-31T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,b1f98928-5a11-4427-a0b8-1553f1135a5c,posted,Payroll WFRMS 15439393,17098.00,2cb66259-6813-4519-b86a-60eba6cc282a,29095.86,credit,transfer,AU00000,2023-05-30T00:00:00Z,Unknown,0
transaction,31d27317-efdd-442a-831a-674afd4f483d,posted,TFR From Transaction to CC Acc 13,-9391.00,2cb66259-6813-4519-b86a-60eba6cc282a,19704.86,debit,payment,AU00000,2023-05-30T00:00:00Z,"Civic, Professional and Other Interest Group Services",955
transaction,94635e4d-7d17-4258-bf4d-c354c480f9c4,posted,MANLY WEST SCHOOL,-20.00,2cb66259-6813-4519-b86a-60eba6cc282a,11997.86,debit,payment,AU00000,2023-05-28T00:00:00Z,School Education,802
transaction,c0eaadc0-0aa3-4cb3-b1a1-9164cce8e7e2,posted,Funds Transfer transfer,3001.00,2cb66259-6813-4519-b86a-60eba6cc282a,12589.15,credit,transfer,AU00000,2023-05-22T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,cc2b54cf-8ebd-4bb1-ac39-44c857872205,posted,AGL RETAIL ENERGY LTD,-186.79,2cb66259-6813-4519-b86a-60eba6cc282a,12402.36,debit,payment,AU00000,2023-05-22T00:00:00Z,Electricity Distribution,263
transaction,2d381287-54a2-42d3-ac67-6613a848622d,posted,AGL RETAIL ENERGY LTD (GAS),-384.50,2cb66259-6813-4519-b86a-60eba6cc282a,12017.86,debit,payment,AU00000,2023-05-22T00:00:00Z,Electricity Distribution,263
transaction,5a53c9b1-b001-41b7-9a6e-3e6ef5d4e310,posted,TFR Acc14000 TO 12389,-500.00,2cb66259-6813-4519-b86a-60eba6cc282a,9588.15,debit,payment,AU00000,2023-05-14T00:00:00Z,Legal and Accounting Services,693
transaction,e1dc2e87-fb0a-489f-bc2c-99a5c62e2b6a,posted,Funds Transfer topup,1301.00,2cb66259-6813-4519-b86a-60eba6cc282a,10088.15,credit,transfer,AU00000,2023-05-11T00:00:00Z,Telecommunications Services,580
transaction,fd9516c4-cf6a-45c8-8965-45b154e8b617,posted,AGL RETAIL ENERGY LTD (GAS),-78.00,2cb66259-6813-4519-b86a-60eba6cc282a,8787.15,debit,payment,AU00000,2023-05-10T00:00:00Z,Electricity Distribution,263
transaction,a8086cd0-a9ed-4b8a-8aab-f50bd1262bfb,posted,Transfer Platnm Homeloan 346454,-3875.00,2cb66259-6813-4519-b86a-60eba6cc282a,8865.15,debit,payment,AU00000,2023-04-30T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,2a3d6e48-c6e2-4050-bb74-6c5673d6ee63,posted,Payroll WFRMS 15439393,17098.00,2cb66259-6813-4519-b86a-60eba6cc282a,22123.65,credit,transfer,AU00000,2023-04-29T00:00:00Z,Unknown,0
transaction,81da1440-537f-4f48-8979-4f657fec8d37,posted,TFR From Transaction to CC Acc 13,-9383.50,2cb66259-6813-4519-b86a-60eba6cc282a,12740.15,debit,payment,AU00000,2023-04-29T00:00:00Z,"Civic, Professional and Other Interest Group Services",955
transaction,9b29330b-4ef6-4485-b64f-cdc9548ff4e3,posted,Manly Maths Tutor Wages,201.00,2cb66259-6813-4519-b86a-60eba6cc282a,5025.65,credit,transfer,AU00000,2023-04-14T00:00:00Z,Educational Support Services,822
transaction,797b86cd-9b2e-4734-b24b-d303c9653629,posted,TFR Acc14000 TO 12389,-500.00,2cb66259-6813-4519-b86a-60eba6cc282a,4824.65,debit,payment,AU00000,2023-04-13T00:00:00Z,Legal and Accounting Services,693
transaction,0cfb3755-487c-4a3d-9e1a-c16583c69f74,posted,AGL RETAIL LTD 005473584884,-78.00,2cb66259-6813-4519-b86a-60eba6cc282a,5324.65,debit,payment,AU00000,2023-04-09T00:00:00Z,Electricity Distribution,263
transaction,2e910a01-8470-45ca-baed-77a6747bd40f,posted,Non Hooli ATM Withdrawal Fee,-2.50,2cb66259-6813-4519-b86a-60eba6cc282a,6007.65,debit,bank-fee,AU00000,2023-04-07T00:00:00Z,,card
transaction,255cf52e-f4de-42cc-885a-2c26818cbae3,posted,Wdl ATM WESTPAC IGA BALGOWLAH  BALGOWL        AU,-200.00,2cb66259-6813-4519-b86a-60eba6cc282a,5807.65,debit,cash-withdrawal,AU00000,2023-04-07T00:00:00Z,,
transaction,421a0c80-01d8-4c60-a7ca-3a9c2fb2ee79,posted,Non Hooli ATM Withdrawal Fee,-2.50,2cb66259-6813-4519-b86a-60eba6cc282a,5805.15,debit,bank-fee,AU00000,2023-04-07T00:00:00Z,,card
transaction,a35ffa66-2f36-4c99-a407-736c7e4209c5,posted,Wdl ATM WESTPAC IGA BALGOWLAH  BALGOWL        AU,-200.00,2cb66259-6813-4519-b86a-60eba6cc282a,5605.15,debit,cash-withdrawal,AU00000,2023-04-07T00:00:00Z,,
transaction,a4b5cf7f-6dce-4eb6-b7c6-47942b2a552d,posted,Non Hooli ATM Withdrawal Fee,-2.50,2cb66259-6813-4519-b86a-60eba6cc282a,5602.65,debit,bank-fee,AU00000,2023-04-07T00:00:00Z,,card
transaction,13d30349-359f-44d1-b8be-a0d6abc259c5,posted,Wdl ATM WESTPAC IGA BALGOWLAH  BALGOWL        AU,-200.00,2cb66259-6813-4519-b86a-60eba6cc282a,5402.65,debit,cash-withdrawal,AU00000,2023-04-07T00:00:00Z,,
transaction,bc351a19-c2d8-4fb1-8bd1-9f2dc616382d,posted,AGL RETAIL ENERGY LTD (GAS),-18.22,2cb66259-6813-4519-b86a-60eba6cc282a,6010.15,debit,payment,AU00000,2023-04-06T00:00:00Z,Electricity Distribution,263
transaction,6ca997b6-5616-411f-8231-6113efee1668,posted,Wdl ATM CBA ATM  BALGOWLAH A    NSW 210901   AUS,-200.00,2cb66259-6813-4519-b86a-60eba6cc282a,6783.37,debit,cash-withdrawal,AU00000,2023-04-04T00:00:00Z,,
transaction,03d4bd3c-6d21-4a11-a9f4-ee7611351516,posted,Non Hooli ATM Withdrawal Fee,-2.50,2cb66259-6813-4519-b86a-60eba6cc282a,6780.87,debit,bank-fee,AU00000,2023-04-04T00:00:00Z,,card
transaction,77757fbc-91ca-41bc-a7a5-89154ab63f18,posted,Wdl ATM WESTPAC IGA BALGOWLAH  BALGOWL        AU,-300.00,2cb66259-6813-4519-b86a-60eba6cc282a,6480.87,debit,cash-withdrawal,AU00000,2023-04-04T00:00:00Z,,
transaction,d3c388f8-90b4-4716-9cd4-017e08594446,posted,Non Hooli ATM Withdrawal Fee,-2.50,2cb66259-6813-4519-b86a-60eba6cc282a,6478.37,debit,bank-fee,AU00000,2023-04-04T00:00:00Z,,card
transaction,3c39a2e4-6f6e-4b4a-b2ce-ba2cec41e32f,posted,Wdl ATM WESTPAC IGA BALGOWLAH  BALGOWL        AU,-450.00,2cb66259-6813-4519-b86a-60eba6cc282a,6028.37,debit,cash-withdrawal,AU00000,2023-04-04T00:00:00Z,,
transaction,983d06be-5bd8-4856-8208-f38a13c42989,posted,Transfer Platnm Homeloan 346454,-3882.50,2cb66259-6813-4519-b86a-60eba6cc282a,6983.37,debit,payment,AU00000,2023-03-30T00:00:00Z,Auxiliary Finance and Investment Services,641
transaction,205a4938-820b-483b-8fd8-05f086bd1c68,posted,Payroll WFRMS 15439393,17098.00,2cb66259-6813-4519-b86a-60eba6cc282a,20241.87,credit,transfer,AU00000,2023-03-29T00:00:00Z,Unknown,0
transaction,b4299646-fb4f-44a7-920d-75d66edd00a6,posted,TFR From Transaction to CC Acc 13,-9376.00,2cb66259-6813-4519-b86a-60eba6cc282a,10865.87,debit,payment,AU00000,2023-03-29T00:00:00Z,"Civic, Professional and Other Interest Group Services",955
transaction,308986ad-d3b4-4f14-aab3-482a4c457fd6,posted,Manly Maths Tutor Wages,201.00,2cb66259-6813-4519-b86a-60eba6cc282a,3143.87,credit,transfer,AU00000,2023-03-19T00:00:00Z,Educational Support Services,822
transaction,e856fee3-609b-4882-a644-9f0a8bfa0562,posted,MANLY WEST SCHOOL,-101.00,2cb66259-6813-4519-b86a-60eba6cc282a,5473.68,debit,payment,AU00000,2023-03-17T00:00:00Z,School Education,802
transaction,cb7650c3-0e71-4a93-add2-e62b52ba4442,posted,MANLY WEST SCHOOL,-2530.81,2cb66259-6813-4519-b86a-60eba6cc282a,2942.87,debit,payment,AU00000,2023-03-17T00:00:00Z,School Education,802
