type,id,status,description,amount,account,balance,direction,class,institution,connection,enrich,transactionDate,postDate,subClass,links.self,links.account,links.institution,links.connection,subClass.title,subClass.code
transaction,763ebd58-f029-4138-9c05-ed55e632b2f1,posted,AGL RETAIL ENERGY LTD (GAS),-95.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,8141.56,debit,payment,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-09-08T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/763ebd58-f029-4138-9c05-ed55e632b2f1,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,Electricity Distribution,263
transaction,f674365c-471d-4f0c-bee6-c355677115fe,posted,AGL RETAIL ENERGY LTD (GAS),-69.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,8236.56,debit,payment,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-09-08T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/f674365c-471d-4f0c-bee6-c355677115fe,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,Electricity Distribution,263
transaction,de8cfa43-c854-49e5-adae-0540f8377262,posted,Wdl ATM WES IGA BALGOWLAH HGT  BALGOWL        AU,-200.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,8305.56,debit,cash-withdrawal,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-09-07T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/de8cfa43-c854-49e5-adae-0540f8377262,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,ed34a710-3058-4b28-9079-91ef90940e21,posted,Non Hooli ATM Withdrawal Fee,-2.50,0b107c33-e858-4bbd-abba-f757ae4da1fc,8505.56,debit,bank-fee,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-09-07T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/ed34a710-3058-4b28-9079-91ef90940e21,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,e25ae48a-fd4a-431d-8bd0-7bcf4f2a158f,posted,MEDIC ALERT,-36.35,0b107c33-e858-4bbd-abba-f757ae4da1fc,8508.06,debit,payment,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-09-01T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/e25ae48a-fd4a-431d-8bd0-7bcf4f2a158f,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,Other Health Care Services,859
transaction,28b0058a-b256-4a1e-9cf8-e7bbe32197e9,posted,Wdl ATM CBA ATM  BALGOWLAH A    NSW 210901   AUS,-400.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,8544.41,debit,cash-withdrawal,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-31T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/28b0058a-b256-4a1e-9cf8-e7bbe32197e9,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,b4f73b27-1539-44c0-bbb0-2eda72b61a7e,posted,Transfer Platnm Homeloan 346454,-3935.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,8944.41,debit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-28T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/b4f73b27-1539-44c0-bbb0-2eda72b61a7e,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,9f33d56c-27b7-4664-98c8-904020aebb65,posted,TFR From Transaction to CC Acc 13,-9323.50,0b107c33-e858-4bbd-abba-f757ae4da1fc,12879.41,debit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-27T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/9f33d56c-27b7-4664-98c8-904020aebb65,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,99a01ee4-941c-45ce-bff1-190c2d11219d,posted,Payroll WFRMS 15439393,15985.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,22202.91,credit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-27T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/99a01ee4-941c-45ce-bff1-190c2d11219d,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,0ce719d0-be2c-4c0d-a999-edab6390a83d,posted,Manly Maths Tutor Wages,201.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,6217.91,credit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-17T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/0ce719d0-be2c-4c0d-a999-edab6390a83d,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,858c588a-6839-41c4-ac70-60c8f195d1ee,posted,MANLY WEST SCHOOL,-2530.81,0b107c33-e858-4bbd-abba-f757ae4da1fc,6016.91,debit,payment,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-16T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/858c588a-6839-41c4-ac70-60c8f195d1ee,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,School Education,802
transaction,9be101a5-5539-4211-81c7-ede07e8dabbe,posted,MANLY WEST SCHOOL,-101.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,8547.72,debit,payment,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-16T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/9be101a5-5539-4211-81c7-ede07e8dabbe,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,School Education,802
transaction,552d2ea3-11a5-4c14-823c-55fbc4705af6,posted,Manly Maths Tutor Wages,201.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,8648.72,credit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-13T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/552d2ea3-11a5-4c14-823c-55fbc4705af6,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,ac760323-64c9-483e-aa4d-e517ed4e4f9e,posted,TFR Acc14000 TO 12389,-500.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,8447.72,debit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-12T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/ac760323-64c9-483e-aa4d-e517ed4e4f9e,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,58aab59c-a486-4696-a4ca-4d9d0095795b,posted,AGL RETAIL ENERGY LTD,-160.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,8947.72,debit,payment,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-09T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/58aab59c-a486-4696-a4ca-4d9d0095795b,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,Electricity Distribution,263
transaction,27a90f2b-11ec-43d5-a0c2-e551546f1bc9,posted,AGL RETAIL ENERGY LTD (GAS),-69.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,9107.72,debit,payment,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-09T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/27a90f2b-11ec-43d5-a0c2-e551546f1bc9,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,Electricity Distribution,263
transaction,762e069d-9b96-46c3-bf90-1018c3f4fe2c,posted,Wdl ATM WES IGA BALGOWLAH HGT  BALGOWL        AU,-200.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,9176.72,debit,cash-withdrawal,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-03T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/762e069d-9b96-46c3-bf90-1018c3f4fe2c,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,c7e4453a-c1d1-4b55-97ae-addeb74efb03,posted,Non Hooli ATM Withdrawal Fee,-2.50,0b107c33-e858-4bbd-abba-f757ae4da1fc,9376.72,debit,bank-fee,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-03T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/c7e4453a-c1d1-4b55-97ae-addeb74efb03,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,df610556-1075-4f72-80fc-bf0b989660df,posted,Wdl ATM WES IGA BALGOWLAH HGT  BALGOWL        AU,-200.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,9379.22,debit,cash-withdrawal,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-03T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/df610556-1075-4f72-80fc-bf0b989660df,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,9adcd010-68e7-4e15-ab6e-5942d9750b39,posted,Non Hooli ATM Withdrawal Fee,-2.50,0b107c33-e858-4bbd-abba-f757ae4da1fc,9579.22,debit,bank-fee,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-08-03T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/9adcd010-68e7-4e15-ab6e-5942d9750b39,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,6f08de92-08c9-4a9c-bccc-9f7ae10688bb,posted,Transfer Platnm Homeloan 346454,-3942.50,0b107c33-e858-4bbd-abba-f757ae4da1fc,9581.72,debit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-07-29T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/6f08de92-08c9-4a9c-bccc-9f7ae10688bb,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,4f4c2846-d333-43fd-9ae5-f75fb677d1de,posted,TFR From Transaction to CC Acc 13,-9316.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,13524.22,debit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-07-28T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/4f4c2846-d333-43fd-9ae5-f75fb677d1de,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,6432193d-2551-4eb8-a301-50385be1a5ef,posted,Payroll WFRMS 15439393,15985.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,22840.22,credit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-07-28T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/6432193d-2551-4eb8-a301-50385be1a5ef,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,95f77213-612a-4189-8332-78ad4c287c5d,posted,CTRLINK CARERS Ref: 998R6789201610974V,61.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,6855.22,credit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-07-28T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/95f77213-612a-4189-8332-78ad4c287c5d,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,5d0f07e9-899e-44ed-ab05-61eab4d35610,posted,Manly Maths Tutor Wages,201.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,6794.22,credit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-07-17T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/5d0f07e9-899e-44ed-ab05-61eab4d35610,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,09dde656-7999-47e0-980e-816975747c88,posted,MANLY WEST SCHOOL,-2530.81,0b107c33-e858-4bbd-abba-f757ae4da1fc,6593.22,debit,payment,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-07-15T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/09dde656-7999-47e0-980e-816975747c88,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,School Education,802
transaction,2109a1f6-665d-4c2e-9b50-9014353ee919,posted,MANLY WEST SCHOOL,-101.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,9124.03,debit,payment,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-07-15T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/2109a1f6-665d-4c2e-9b50-9014353ee919,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,School Education,802
transaction,15d2f831-c7a6-41e0-b9b6-438a2c025715,posted,Manly Maths Tutor Wages,201.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,9225.03,credit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-07-13T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/15d2f831-c7a6-41e0-b9b6-438a2c025715,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
transaction,c53964ac-aaca-4536-87f3-af6c4c323c14,posted,MANLY WEST SCHOOL,-26.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,9024.03,debit,payment,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-07-12T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/c53964ac-aaca-4536-87f3-af6c4c323c14,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,School Education,802
transaction,2bbed430-4aff-4e44-bab5-14d85f7fa3ab,posted,TFR Acc14000 TO 12389,-500.00,0b107c33-e858-4bbd-abba-f757ae4da1fc,9050.03,debit,transfer,AU00000,5453f0a3-083c-43c6-9086-adfe94df9918,,,2022-07-12T00:00:00Z,,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/transactions/2bbed430-4aff-4e44-bab5-14d85f7fa3ab,https://au-api.basiq.io/users/11103cba-4a08-4397-84a5-22ac125ed2f6/accounts/0b107c33-e858-4bbd-abba-f757ae4da1fc,https://au-api.basiq.io/institutions/AU00000,,,
